case_id,filename,filepath,family,fault_type,scr,noise_std,fs_Hz,f0_Hz,t_start_s,t_end_s,t_event_s,base_mag_pu,tau_decay_s,f_transient_Hz,K_base,tau1_s,tau2_s,f1_Hz,gate_time_s,K1,K2,tau_rise_s,tau_fall_s,f_ctrl_Hz,K
228,case_00228_induction_machine_like_slg_c_scr2.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00228_induction_machine_like_slg_c_scr2.0_n0.005_r6.csv,induction_machine_like,slg_c,2.0,0.005,10000,50.0,5.98,6.04,5.997668502050481,1.024914395816855,0.01,866.6666666666666,0.33,,,,,,,,,,
229,case_00229_induction_machine_like_slg_c_scr2.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00229_induction_machine_like_slg_c_scr2.0_n0.010_r1.csv,induction_machine_like,slg_c,2.0,0.01,10000,50.0,5.98,6.04,5.99922973595057,1.0798415937893668,0.01,866.6666666666666,0.33,,,,,,,,,,
230,case_00230_induction_machine_like_slg_c_scr2.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00230_induction_machine_like_slg_c_scr2.0_n0.010_r2.csv,induction_machine_like,slg_c,2.0,0.01,10000,50.0,5.98,6.04,6.000359894027591,1.0419303019889723,0.01,866.6666666666666,0.33,,,,,,,,,,
231,case_00231_induction_machine_like_slg_c_scr2.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00231_induction_machine_like_slg_c_scr2.0_n0.010_r3.csv,induction_machine_like,slg_c,2.0,0.01,10000,50.0,5.98,6.04,5.998046981335338,1.0310982629071492,0.01,866.6666666666666,0.33,,,,,,,,,,
232,case_00232_induction_machine_like_slg_c_scr2.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00232_induction_machine_like_slg_c_scr2.0_n0.010_r4.csv,induction_machine_like,slg_c,2.0,0.01,10000,50.0,5.98,6.04,5.9975388102929985,1.0325468831485405,0.01,866.6666666666666,0.33,,,,,,,,,,
233,case_00233_induction_machine_like_slg_c_scr2.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00233_induction_machine_like_slg_c_scr2.0_n0.010_r5.csv,induction_machine_like,slg_c,2.0,0.01,10000,50.0,5.98,6.04,5.99851964841429,1.0402731269513135,0.01,866.6666666666666,0.33,,,,,,,,,,
234,case_00234_induction_machine_like_slg_c_scr2.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00234_induction_machine_like_slg_c_scr2.0_n0.010_r6.csv,induction_machine_like,slg_c,2.0,0.01,10000,50.0,5.98,6.04,5.997843944354009,1.076099686645113,0.01,866.6666666666666,0.33,,,,,,,,,,
235,case_00235_induction_machine_like_slg_c_scr3.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00235_induction_machine_like_slg_c_scr3.0_n0.002_r1.csv,induction_machine_like,slg_c,3.0,0.002,10000,50.0,5.98,6.04,6.000298967342848,1.0447597756086857,0.008,950.0,0.28,,,,,,,,,,
236,case_00236_induction_machine_like_slg_c_scr3.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00236_induction_machine_like_slg_c_scr3.0_n0.002_r2.csv,induction_machine_like,slg_c,3.0,0.002,10000,50.0,5.98,6.04,5.998667514499426,1.0030378491017136,0.008,950.0,0.28,,,,,,,,,,
237,case_00237_induction_machine_like_slg_c_scr3.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00237_induction_machine_like_slg_c_scr3.0_n0.002_r3.csv,induction_machine_like,slg_c,3.0,0.002,10000,50.0,5.98,6.04,5.9986240290363915,1.000853791260882,0.008,950.0,0.28,,,,,,,,,,
238,case_00238_induction_machine_like_slg_c_scr3.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00238_induction_machine_like_slg_c_scr3.0_n0.002_r4.csv,induction_machine_like,slg_c,3.0,0.002,10000,50.0,5.98,6.04,5.999438516153536,1.0570662301007783,0.008,950.0,0.28,,,,,,,,,,
239,case_00239_induction_machine_like_slg_c_scr3.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00239_induction_machine_like_slg_c_scr3.0_n0.002_r5.csv,induction_machine_like,slg_c,3.0,0.002,10000,50.0,5.98,6.04,6.000176394423597,1.0288792905146726,0.008,950.0,0.28,,,,,,,,,,
240,case_00240_induction_machine_like_slg_c_scr3.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00240_induction_machine_like_slg_c_scr3.0_n0.002_r6.csv,induction_machine_like,slg_c,3.0,0.002,10000,50.0,5.98,6.04,5.998786852084788,1.067178859981736,0.008,950.0,0.28,,,,,,,,,,
241,case_00241_induction_machine_like_slg_c_scr3.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00241_induction_machine_like_slg_c_scr3.0_n0.005_r1.csv,induction_machine_like,slg_c,3.0,0.005,10000,50.0,5.98,6.04,5.998787018670558,1.0593057158886412,0.008,950.0,0.28,,,,,,,,,,
242,case_00242_induction_machine_like_slg_c_scr3.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00242_induction_machine_like_slg_c_scr3.0_n0.005_r2.csv,induction_machine_like,slg_c,3.0,0.005,10000,50.0,5.98,6.04,5.9979187237560545,1.0075789488080473,0.008,950.0,0.28,,,,,,,,,,
243,case_00243_induction_machine_like_slg_c_scr3.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00243_induction_machine_like_slg_c_scr3.0_n0.005_r3.csv,induction_machine_like,slg_c,3.0,0.005,10000,50.0,5.98,6.04,6.000155792035978,1.0754876869791543,0.008,950.0,0.28,,,,,,,,,,
244,case_00244_induction_machine_like_slg_c_scr3.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00244_induction_machine_like_slg_c_scr3.0_n0.005_r4.csv,induction_machine_like,slg_c,3.0,0.005,10000,50.0,5.98,6.04,5.99915555492644,1.0653019113892874,0.008,950.0,0.28,,,,,,,,,,
245,case_00245_induction_machine_like_slg_c_scr3.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00245_induction_machine_like_slg_c_scr3.0_n0.005_r5.csv,induction_machine_like,slg_c,3.0,0.005,10000,50.0,5.98,6.04,6.000402022229505,1.0328529910602493,0.008,950.0,0.28,,,,,,,,,,
246,case_00246_induction_machine_like_slg_c_scr3.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00246_induction_machine_like_slg_c_scr3.0_n0.005_r6.csv,induction_machine_like,slg_c,3.0,0.005,10000,50.0,5.98,6.04,5.99863149615331,1.0785203485222155,0.008,950.0,0.28,,,,,,,,,,
247,case_00247_induction_machine_like_slg_c_scr3.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00247_induction_machine_like_slg_c_scr3.0_n0.010_r1.csv,induction_machine_like,slg_c,3.0,0.01,10000,50.0,5.98,6.04,5.997781820551296,1.0305306974227495,0.008,950.0,0.28,,,,,,,,,,
248,case_00248_induction_machine_like_slg_c_scr3.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00248_induction_machine_like_slg_c_scr3.0_n0.010_r2.csv,induction_machine_like,slg_c,3.0,0.01,10000,50.0,5.98,6.04,5.9975840357787975,1.000758265820827,0.008,950.0,0.28,,,,,,,,,,
249,case_00249_induction_machine_like_slg_c_scr3.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00249_induction_machine_like_slg_c_scr3.0_n0.010_r3.csv,induction_machine_like,slg_c,3.0,0.01,10000,50.0,5.98,6.04,5.999653336385572,1.0467556297699356,0.008,950.0,0.28,,,,,,,,,,
250,case_00250_induction_machine_like_slg_c_scr3.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00250_induction_machine_like_slg_c_scr3.0_n0.010_r4.csv,induction_machine_like,slg_c,3.0,0.01,10000,50.0,5.98,6.04,5.999255472524364,1.0376695835039462,0.008,950.0,0.28,,,,,,,,,,
251,case_00251_induction_machine_like_slg_c_scr3.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00251_induction_machine_like_slg_c_scr3.0_n0.010_r5.csv,induction_machine_like,slg_c,3.0,0.01,10000,50.0,5.98,6.04,5.99965066869632,1.0305853549960011,0.008,950.0,0.28,,,,,,,,,,
252,case_00252_induction_machine_like_slg_c_scr3.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00252_induction_machine_like_slg_c_scr3.0_n0.010_r6.csv,induction_machine_like,slg_c,3.0,0.01,10000,50.0,5.98,6.04,5.9988607984450395,1.0566739891868633,0.008,950.0,0.28,,,,,,,,,,
253,case_00253_induction_machine_like_slg_c_scr5.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00253_induction_machine_like_slg_c_scr5.0_n0.002_r1.csv,induction_machine_like,slg_c,5.0,0.002,10000,50.0,5.98,6.04,5.999448558229773,1.0416497770024278,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
254,case_00254_induction_machine_like_slg_c_scr5.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00254_induction_machine_like_slg_c_scr5.0_n0.002_r2.csv,induction_machine_like,slg_c,5.0,0.002,10000,50.0,5.98,6.04,5.998403153793185,1.0102403241566495,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
255,case_00255_induction_machine_like_slg_c_scr5.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00255_induction_machine_like_slg_c_scr5.0_n0.002_r3.csv,induction_machine_like,slg_c,5.0,0.002,10000,50.0,5.98,6.04,6.000302729965405,1.048436999336556,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
256,case_00256_induction_machine_like_slg_c_scr5.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00256_induction_machine_like_slg_c_scr5.0_n0.002_r4.csv,induction_machine_like,slg_c,5.0,0.002,10000,50.0,5.98,6.04,5.998966127358,1.0210872867613565,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
257,case_00257_induction_machine_like_slg_c_scr5.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00257_induction_machine_like_slg_c_scr5.0_n0.002_r5.csv,induction_machine_like,slg_c,5.0,0.002,10000,50.0,5.98,6.04,5.997661961041124,1.07882022973589,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
258,case_00258_induction_machine_like_slg_c_scr5.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00258_induction_machine_like_slg_c_scr5.0_n0.002_r6.csv,induction_machine_like,slg_c,5.0,0.002,10000,50.0,5.98,6.04,5.999544930769858,1.0772751518070904,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
259,case_00259_induction_machine_like_slg_c_scr5.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00259_induction_machine_like_slg_c_scr5.0_n0.005_r1.csv,induction_machine_like,slg_c,5.0,0.005,10000,50.0,5.98,6.04,5.999818394083543,1.0605675988402894,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
260,case_00260_induction_machine_like_slg_c_scr5.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00260_induction_machine_like_slg_c_scr5.0_n0.005_r2.csv,induction_machine_like,slg_c,5.0,0.005,10000,50.0,5.98,6.04,6.000138470000536,1.030525744932109,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
261,case_00261_induction_machine_like_slg_c_scr5.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00261_induction_machine_like_slg_c_scr5.0_n0.005_r3.csv,induction_machine_like,slg_c,5.0,0.005,10000,50.0,5.98,6.04,6.0002158714177805,1.0232550614821134,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
262,case_00262_induction_machine_like_slg_c_scr5.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00262_induction_machine_like_slg_c_scr5.0_n0.005_r4.csv,induction_machine_like,slg_c,5.0,0.005,10000,50.0,5.98,6.04,5.997853132752052,1.0167312272759224,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
263,case_00263_induction_machine_like_slg_c_scr5.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00263_induction_machine_like_slg_c_scr5.0_n0.005_r5.csv,induction_machine_like,slg_c,5.0,0.005,10000,50.0,5.98,6.04,5.999443587571116,1.0607230009672939,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
264,case_00264_induction_machine_like_slg_c_scr5.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00264_induction_machine_like_slg_c_scr5.0_n0.005_r6.csv,induction_machine_like,slg_c,5.0,0.005,10000,50.0,5.98,6.04,5.999112159417175,1.0500601057710455,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
265,case_00265_induction_machine_like_slg_c_scr5.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00265_induction_machine_like_slg_c_scr5.0_n0.010_r1.csv,induction_machine_like,slg_c,5.0,0.01,10000,50.0,5.98,6.04,5.9995913433477925,1.023560165228361,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
266,case_00266_induction_machine_like_slg_c_scr5.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00266_induction_machine_like_slg_c_scr5.0_n0.010_r2.csv,induction_machine_like,slg_c,5.0,0.01,10000,50.0,5.98,6.04,6.000485160164648,1.0224404853631377,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
267,case_00267_induction_machine_like_slg_c_scr5.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00267_induction_machine_like_slg_c_scr5.0_n0.010_r3.csv,induction_machine_like,slg_c,5.0,0.01,10000,50.0,5.98,6.04,5.999716903356278,1.018387798015288,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
268,case_00268_induction_machine_like_slg_c_scr5.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00268_induction_machine_like_slg_c_scr5.0_n0.010_r4.csv,induction_machine_like,slg_c,5.0,0.01,10000,50.0,5.98,6.04,6.000171970377437,1.0188150393915123,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
269,case_00269_induction_machine_like_slg_c_scr5.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00269_induction_machine_like_slg_c_scr5.0_n0.010_r5.csv,induction_machine_like,slg_c,5.0,0.01,10000,50.0,5.98,6.04,5.999474968451596,1.0144896470327338,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
270,case_00270_induction_machine_like_slg_c_scr5.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00270_induction_machine_like_slg_c_scr5.0_n0.010_r6.csv,induction_machine_like,slg_c,5.0,0.01,10000,50.0,5.98,6.04,6.000320792872702,1.070147716173504,0.0063999999999999994,1116.6666666666667,0.24,,,,,,,,,,
271,case_00271_induction_machine_like_slg_c_scr8.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00271_induction_machine_like_slg_c_scr8.0_n0.002_r1.csv,induction_machine_like,slg_c,8.0,0.002,10000,50.0,5.98,6.04,5.998212857953631,1.0786335926476214,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
272,case_00272_induction_machine_like_slg_c_scr8.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00272_induction_machine_like_slg_c_scr8.0_n0.002_r2.csv,induction_machine_like,slg_c,8.0,0.002,10000,50.0,5.98,6.04,5.998944431610792,1.0696826094262784,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
273,case_00273_induction_machine_like_slg_c_scr8.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00273_induction_machine_like_slg_c_scr8.0_n0.002_r3.csv,induction_machine_like,slg_c,8.0,0.002,10000,50.0,5.98,6.04,5.999249601838653,1.0530549297311995,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
274,case_00274_induction_machine_like_slg_c_scr8.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00274_induction_machine_like_slg_c_scr8.0_n0.002_r4.csv,induction_machine_like,slg_c,8.0,0.002,10000,50.0,5.98,6.04,5.998385651660459,1.0300430733890729,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
275,case_00275_induction_machine_like_slg_c_scr8.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00275_induction_machine_like_slg_c_scr8.0_n0.002_r5.csv,induction_machine_like,slg_c,8.0,0.002,10000,50.0,5.98,6.04,5.997661254999186,1.0536458624418368,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
276,case_00276_induction_machine_like_slg_c_scr8.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00276_induction_machine_like_slg_c_scr8.0_n0.002_r6.csv,induction_machine_like,slg_c,8.0,0.002,10000,50.0,5.98,6.04,5.998311223479651,1.0445384767844952,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
277,case_00277_induction_machine_like_slg_c_scr8.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00277_induction_machine_like_slg_c_scr8.0_n0.005_r1.csv,induction_machine_like,slg_c,8.0,0.005,10000,50.0,5.98,6.04,5.99784698718697,1.0129433806505848,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
278,case_00278_induction_machine_like_slg_c_scr8.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00278_induction_machine_like_slg_c_scr8.0_n0.005_r2.csv,induction_machine_like,slg_c,8.0,0.005,10000,50.0,5.98,6.04,5.9984685319781725,1.0227000388575482,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
279,case_00279_induction_machine_like_slg_c_scr8.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00279_induction_machine_like_slg_c_scr8.0_n0.005_r3.csv,induction_machine_like,slg_c,8.0,0.005,10000,50.0,5.98,6.04,6.000155626511517,1.0471964580146873,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
280,case_00280_induction_machine_like_slg_c_scr8.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00280_induction_machine_like_slg_c_scr8.0_n0.005_r4.csv,induction_machine_like,slg_c,8.0,0.005,10000,50.0,5.98,6.04,6.000014016950588,1.077621885265261,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
281,case_00281_induction_machine_like_slg_c_scr8.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00281_induction_machine_like_slg_c_scr8.0_n0.005_r5.csv,induction_machine_like,slg_c,8.0,0.005,10000,50.0,5.98,6.04,5.9997873900021474,1.0114397261703436,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
282,case_00282_induction_machine_like_slg_c_scr8.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00282_induction_machine_like_slg_c_scr8.0_n0.005_r6.csv,induction_machine_like,slg_c,8.0,0.005,10000,50.0,5.98,6.04,5.998019976862454,1.0488205704684035,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
283,case_00283_induction_machine_like_slg_c_scr8.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00283_induction_machine_like_slg_c_scr8.0_n0.010_r1.csv,induction_machine_like,slg_c,8.0,0.01,10000,50.0,5.98,6.04,6.000071503353105,1.0655816439470445,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
284,case_00284_induction_machine_like_slg_c_scr8.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00284_induction_machine_like_slg_c_scr8.0_n0.010_r2.csv,induction_machine_like,slg_c,8.0,0.01,10000,50.0,5.98,6.04,5.99904760947277,1.0457618537915625,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
285,case_00285_induction_machine_like_slg_c_scr8.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00285_induction_machine_like_slg_c_scr8.0_n0.010_r3.csv,induction_machine_like,slg_c,8.0,0.01,10000,50.0,5.98,6.04,5.997933470219379,1.0246646470046872,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
286,case_00286_induction_machine_like_slg_c_scr8.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00286_induction_machine_like_slg_c_scr8.0_n0.010_r4.csv,induction_machine_like,slg_c,8.0,0.01,10000,50.0,5.98,6.04,5.999003713944592,1.0298119744845555,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
287,case_00287_induction_machine_like_slg_c_scr8.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00287_induction_machine_like_slg_c_scr8.0_n0.010_r5.csv,induction_machine_like,slg_c,8.0,0.01,10000,50.0,5.98,6.04,5.9981047063608415,1.0391855246531625,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
288,case_00288_induction_machine_like_slg_c_scr8.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00288_induction_machine_like_slg_c_scr8.0_n0.010_r6.csv,induction_machine_like,slg_c,8.0,0.01,10000,50.0,5.98,6.04,5.998318008535298,1.0300430951951496,0.0055,1366.6666666666665,0.2175,,,,,,,,,,
289,case_00289_induction_machine_like_ll_ab_scr2.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00289_induction_machine_like_ll_ab_scr2.0_n0.002_r1.csv,induction_machine_like,ll_ab,2.0,0.002,10000,50.0,5.98,6.04,5.999794756487488,1.0280778371703103,0.01,866.6666666666666,0.33,,,,,,,,,,
290,case_00290_induction_machine_like_ll_ab_scr2.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00290_induction_machine_like_ll_ab_scr2.0_n0.002_r2.csv,induction_machine_like,ll_ab,2.0,0.002,10000,50.0,5.98,6.04,5.997826960846385,1.0738947613677954,0.01,866.6666666666666,0.33,,,,,,,,,,
291,case_00291_induction_machine_like_ll_ab_scr2.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00291_induction_machine_like_ll_ab_scr2.0_n0.002_r3.csv,induction_machine_like,ll_ab,2.0,0.002,10000,50.0,5.98,6.04,6.0002586566193115,1.0596437934182752,0.01,866.6666666666666,0.33,,,,,,,,,,
292,case_00292_induction_machine_like_ll_ab_scr2.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00292_induction_machine_like_ll_ab_scr2.0_n0.002_r4.csv,induction_machine_like,ll_ab,2.0,0.002,10000,50.0,5.98,6.04,6.000245933837039,1.0156313804667667,0.01,866.6666666666666,0.33,,,,,,,,,,
293,case_00293_induction_machine_like_ll_ab_scr2.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00293_induction_machine_like_ll_ab_scr2.0_n0.002_r5.csv,induction_machine_like,ll_ab,2.0,0.002,10000,50.0,5.98,6.04,5.997820024454446,1.0070421632676623,0.01,866.6666666666666,0.33,,,,,,,,,,
294,case_00294_induction_machine_like_ll_ab_scr2.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00294_induction_machine_like_ll_ab_scr2.0_n0.002_r6.csv,induction_machine_like,ll_ab,2.0,0.002,10000,50.0,5.98,6.04,5.997720347468324,1.0721844828839908,0.01,866.6666666666666,0.33,,,,,,,,,,
295,case_00295_induction_machine_like_ll_ab_scr2.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00295_induction_machine_like_ll_ab_scr2.0_n0.005_r1.csv,induction_machine_like,ll_ab,2.0,0.005,10000,50.0,5.98,6.04,6.000109406424496,1.0333495964230068,0.01,866.6666666666666,0.33,,,,,,,,,,
296,case_00296_induction_machine_like_ll_ab_scr2.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00296_induction_machine_like_ll_ab_scr2.0_n0.005_r2.csv,induction_machine_like,ll_ab,2.0,0.005,10000,50.0,5.98,6.04,6.000363615668129,1.0491616522783738,0.01,866.6666666666666,0.33,,,,,,,,,,
297,case_00297_induction_machine_like_ll_ab_scr2.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00297_induction_machine_like_ll_ab_scr2.0_n0.005_r3.csv,induction_machine_like,ll_ab,2.0,0.005,10000,50.0,5.98,6.04,5.999390133111137,1.0507134369844338,0.01,866.6666666666666,0.33,,,,,,,,,,
298,case_00298_induction_machine_like_ll_ab_scr2.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00298_induction_machine_like_ll_ab_scr2.0_n0.005_r4.csv,induction_machine_like,ll_ab,2.0,0.005,10000,50.0,5.98,6.04,5.999576273910197,1.0331163509197128,0.01,866.6666666666666,0.33,,,,,,,,,,
299,case_00299_induction_machine_like_ll_ab_scr2.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00299_induction_machine_like_ll_ab_scr2.0_n0.005_r5.csv,induction_machine_like,ll_ab,2.0,0.005,10000,50.0,5.98,6.04,5.999382519093906,1.0165413660482372,0.01,866.6666666666666,0.33,,,,,,,,,,
300,case_00300_induction_machine_like_ll_ab_scr2.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00300_induction_machine_like_ll_ab_scr2.0_n0.005_r6.csv,induction_machine_like,ll_ab,2.0,0.005,10000,50.0,5.98,6.04,5.998299295255258,1.05927907533478,0.01,866.6666666666666,0.33,,,,,,,,,,
301,case_00301_induction_machine_like_ll_ab_scr2.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00301_induction_machine_like_ll_ab_scr2.0_n0.010_r1.csv,induction_machine_like,ll_ab,2.0,0.01,10000,50.0,5.98,6.04,5.998330550134538,1.0666574528767696,0.01,866.6666666666666,0.33,,,,,,,,,,
302,case_00302_induction_machine_like_ll_ab_scr2.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_00302_induction_machine_like_ll_ab_scr2.0_n0.010_r2.csv,induction_machine_like,ll_ab,2.0,0.01,10000,50.0,5.98,6.04,5.999208680665899,1.0723286280929711,0.01,866.6666666666666,0.33,,,,,,,,,,
