case_id,filename,filepath,family,fault_type,scr,noise_std,fs_Hz,f0_Hz,t_start_s,t_end_s,t_event_s,base_mag_pu,voltage_dip_depth,tau_decay_s,f_transient_Hz,K_base,tau1_s,tau2_s,f1_Hz,gate_time_s,K1,K2,tau_rise_s,tau_fall_s,f_ctrl_Hz,K
506,case_00506_dfig_like_3ph_scr2.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00506_dfig_like_3ph_scr2.0_n0.002_r2.csv,dfig_like,3ph,2.0,0.002,10000,50.0,5.98,6.04,5.99955375120041,1.009431039878158,0.675,,,,0.0036,0.014,1416.6666666666667,0.004876009313047693,0.45,0.17500000000000002,,,,
507,case_00507_dfig_like_3ph_scr2.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00507_dfig_like_3ph_scr2.0_n0.002_r3.csv,dfig_like,3ph,2.0,0.002,10000,50.0,5.98,6.04,5.9980121686975965,1.0157462981877348,0.675,,,,0.0036,0.014,1416.6666666666667,0.004417526017858796,0.45,0.17500000000000002,,,,
508,case_00508_dfig_like_3ph_scr2.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00508_dfig_like_3ph_scr2.0_n0.002_r4.csv,dfig_like,3ph,2.0,0.002,10000,50.0,5.98,6.04,6.0000578924343175,1.0096403082814243,0.675,,,,0.0036,0.014,1416.6666666666667,0.004488143244932726,0.45,0.17500000000000002,,,,
509,case_00509_dfig_like_3ph_scr2.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00509_dfig_like_3ph_scr2.0_n0.002_r5.csv,dfig_like,3ph,2.0,0.002,10000,50.0,5.98,6.04,5.997878780712951,1.0568282323781015,0.675,,,,0.0036,0.014,1416.6666666666667,0.004381352220668074,0.45,0.17500000000000002,,,,
510,case_00510_dfig_like_3ph_scr2.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00510_dfig_like_3ph_scr2.0_n0.002_r6.csv,dfig_like,3ph,2.0,0.002,10000,50.0,5.98,6.04,5.998414254116562,1.040577292439026,0.675,,,,0.0036,0.014,1416.6666666666667,0.004345037387548415,0.45,0.17500000000000002,,,,
511,case_00511_dfig_like_3ph_scr2.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00511_dfig_like_3ph_scr2.0_n0.005_r1.csv,dfig_like,3ph,2.0,0.005,10000,50.0,5.98,6.04,5.998807040158332,1.0762688658094786,0.675,,,,0.0036,0.014,1416.6666666666667,0.0043867334618576375,0.45,0.17500000000000002,,,,
512,case_00512_dfig_like_3ph_scr2.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00512_dfig_like_3ph_scr2.0_n0.005_r2.csv,dfig_like,3ph,2.0,0.005,10000,50.0,5.98,6.04,5.998111525592555,1.0464305814402404,0.675,,,,0.0036,0.014,1416.6666666666667,0.004369868489371966,0.45,0.17500000000000002,,,,
513,case_00513_dfig_like_3ph_scr2.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00513_dfig_like_3ph_scr2.0_n0.005_r3.csv,dfig_like,3ph,2.0,0.005,10000,50.0,5.98,6.04,5.99887277833007,1.0637210771964176,0.675,,,,0.0036,0.014,1416.6666666666667,0.004369658601073553,0.45,0.17500000000000002,,,,
514,case_00514_dfig_like_3ph_scr2.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00514_dfig_like_3ph_scr2.0_n0.005_r4.csv,dfig_like,3ph,2.0,0.005,10000,50.0,5.98,6.04,5.997593765998683,1.0038160102738507,0.675,,,,0.0036,0.014,1416.6666666666667,0.004328680274214899,0.45,0.17500000000000002,,,,
515,case_00515_dfig_like_3ph_scr2.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00515_dfig_like_3ph_scr2.0_n0.005_r5.csv,dfig_like,3ph,2.0,0.005,10000,50.0,5.98,6.04,6.000210564449026,1.0720244193890849,0.675,,,,0.0036,0.014,1416.6666666666667,0.004457856347433283,0.45,0.17500000000000002,,,,
516,case_00516_dfig_like_3ph_scr2.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00516_dfig_like_3ph_scr2.0_n0.005_r6.csv,dfig_like,3ph,2.0,0.005,10000,50.0,5.98,6.04,6.000345989946087,1.0163708507136395,0.675,,,,0.0036,0.014,1416.6666666666667,0.004621436460367356,0.45,0.17500000000000002,,,,
517,case_00517_dfig_like_3ph_scr2.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00517_dfig_like_3ph_scr2.0_n0.010_r1.csv,dfig_like,3ph,2.0,0.01,10000,50.0,5.98,6.04,5.999235405926455,1.0368628264270867,0.675,,,,0.0036,0.014,1416.6666666666667,0.004715286764397523,0.45,0.17500000000000002,,,,
518,case_00518_dfig_like_3ph_scr2.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00518_dfig_like_3ph_scr2.0_n0.010_r2.csv,dfig_like,3ph,2.0,0.01,10000,50.0,5.98,6.04,5.998786089559582,1.0505775659418317,0.675,,,,0.0036,0.014,1416.6666666666667,0.004633774306687621,0.45,0.17500000000000002,,,,
519,case_00519_dfig_like_3ph_scr2.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00519_dfig_like_3ph_scr2.0_n0.010_r3.csv,dfig_like,3ph,2.0,0.01,10000,50.0,5.98,6.04,6.000408123313255,1.075205883966584,0.675,,,,0.0036,0.014,1416.6666666666667,0.004840163508274393,0.45,0.17500000000000002,,,,
520,case_00520_dfig_like_3ph_scr2.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00520_dfig_like_3ph_scr2.0_n0.010_r4.csv,dfig_like,3ph,2.0,0.01,10000,50.0,5.98,6.04,5.999896055401647,1.0369930456627972,0.675,,,,0.0036,0.014,1416.6666666666667,0.00468169415411044,0.45,0.17500000000000002,,,,
521,case_00521_dfig_like_3ph_scr2.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00521_dfig_like_3ph_scr2.0_n0.010_r5.csv,dfig_like,3ph,2.0,0.01,10000,50.0,5.98,6.04,5.998568681701618,1.046824011383588,0.675,,,,0.0036,0.014,1416.6666666666667,0.004425970110068151,0.45,0.17500000000000002,,,,
522,case_00522_dfig_like_3ph_scr2.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00522_dfig_like_3ph_scr2.0_n0.010_r6.csv,dfig_like,3ph,2.0,0.01,10000,50.0,5.98,6.04,5.9986667514971375,1.0552905421822205,0.675,,,,0.0036,0.014,1416.6666666666667,0.00436048763043022,0.45,0.17500000000000002,,,,
523,case_00523_dfig_like_3ph_scr3.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00523_dfig_like_3ph_scr3.0_n0.002_r1.csv,dfig_like,3ph,3.0,0.002,10000,50.0,5.98,6.04,6.000300015475016,1.0226653913349513,0.45,,,,0.003,0.012,1500.0,0.003852268176328059,0.38,0.15000000000000002,,,,
524,case_00524_dfig_like_3ph_scr3.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00524_dfig_like_3ph_scr3.0_n0.002_r2.csv,dfig_like,3ph,3.0,0.002,10000,50.0,5.98,6.04,5.997879969352547,1.0654504387196415,0.45,,,,0.003,0.012,1500.0,0.004070246432399081,0.38,0.15000000000000002,,,,
525,case_00525_dfig_like_3ph_scr3.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00525_dfig_like_3ph_scr3.0_n0.002_r3.csv,dfig_like,3ph,3.0,0.002,10000,50.0,5.98,6.04,5.998231395452351,1.0165263432290563,0.45,,,,0.003,0.012,1500.0,0.004126773728962705,0.38,0.15000000000000002,,,,
526,case_00526_dfig_like_3ph_scr3.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00526_dfig_like_3ph_scr3.0_n0.002_r4.csv,dfig_like,3ph,3.0,0.002,10000,50.0,5.98,6.04,5.999266581761909,1.0178977225846442,0.45,,,,0.003,0.012,1500.0,0.0037900861545966916,0.38,0.15000000000000002,,,,
527,case_00527_dfig_like_3ph_scr3.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00527_dfig_like_3ph_scr3.0_n0.002_r5.csv,dfig_like,3ph,3.0,0.002,10000,50.0,5.98,6.04,5.99818710297198,1.0576042985675131,0.45,,,,0.003,0.012,1500.0,0.004116686024162002,0.38,0.15000000000000002,,,,
528,case_00528_dfig_like_3ph_scr3.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00528_dfig_like_3ph_scr3.0_n0.002_r6.csv,dfig_like,3ph,3.0,0.002,10000,50.0,5.98,6.04,5.997904678382285,1.0591329898557271,0.45,,,,0.003,0.012,1500.0,0.003961111563407452,0.38,0.15000000000000002,,,,
529,case_00529_dfig_like_3ph_scr3.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00529_dfig_like_3ph_scr3.0_n0.005_r1.csv,dfig_like,3ph,3.0,0.005,10000,50.0,5.98,6.04,5.999462130743002,1.0318660746892283,0.45,,,,0.003,0.012,1500.0,0.003963978132993186,0.38,0.15000000000000002,,,,
530,case_00530_dfig_like_3ph_scr3.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00530_dfig_like_3ph_scr3.0_n0.005_r2.csv,dfig_like,3ph,3.0,0.005,10000,50.0,5.98,6.04,6.000307931801186,1.012625603538799,0.45,,,,0.003,0.012,1500.0,0.0040588614215609446,0.38,0.15000000000000002,,,,
531,case_00531_dfig_like_3ph_scr3.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00531_dfig_like_3ph_scr3.0_n0.005_r3.csv,dfig_like,3ph,3.0,0.005,10000,50.0,5.98,6.04,5.99886452107203,1.0251630659301132,0.45,,,,0.003,0.012,1500.0,0.004124927880251637,0.38,0.15000000000000002,,,,
532,case_00532_dfig_like_3ph_scr3.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00532_dfig_like_3ph_scr3.0_n0.005_r4.csv,dfig_like,3ph,3.0,0.005,10000,50.0,5.98,6.04,5.999284292207851,1.011432953425444,0.45,,,,0.003,0.012,1500.0,0.0042871861893205585,0.38,0.15000000000000002,,,,
533,case_00533_dfig_like_3ph_scr3.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00533_dfig_like_3ph_scr3.0_n0.005_r5.csv,dfig_like,3ph,3.0,0.005,10000,50.0,5.98,6.04,5.999291668093811,1.0115955260053378,0.45,,,,0.003,0.012,1500.0,0.0037943937346633576,0.38,0.15000000000000002,,,,
534,case_00534_dfig_like_3ph_scr3.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00534_dfig_like_3ph_scr3.0_n0.005_r6.csv,dfig_like,3ph,3.0,0.005,10000,50.0,5.98,6.04,5.998720640734111,1.0095102888577279,0.45,,,,0.003,0.012,1500.0,0.004009886158006453,0.38,0.15000000000000002,,,,
535,case_00535_dfig_like_3ph_scr3.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00535_dfig_like_3ph_scr3.0_n0.010_r1.csv,dfig_like,3ph,3.0,0.01,10000,50.0,5.98,6.04,5.9987662002531374,1.0496532970564951,0.45,,,,0.003,0.012,1500.0,0.004241375087649578,0.38,0.15000000000000002,,,,
536,case_00536_dfig_like_3ph_scr3.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00536_dfig_like_3ph_scr3.0_n0.010_r2.csv,dfig_like,3ph,3.0,0.01,10000,50.0,5.98,6.04,5.998222166607461,1.0401580651100317,0.45,,,,0.003,0.012,1500.0,0.004255246078935719,0.38,0.15000000000000002,,,,
537,case_00537_dfig_like_3ph_scr3.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00537_dfig_like_3ph_scr3.0_n0.010_r3.csv,dfig_like,3ph,3.0,0.01,10000,50.0,5.98,6.04,5.9994912666670865,1.071514504638884,0.45,,,,0.003,0.012,1500.0,0.0039130668686240344,0.38,0.15000000000000002,,,,
538,case_00538_dfig_like_3ph_scr3.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00538_dfig_like_3ph_scr3.0_n0.010_r4.csv,dfig_like,3ph,3.0,0.01,10000,50.0,5.98,6.04,5.997641931923875,1.0231596179400997,0.45,,,,0.003,0.012,1500.0,0.004262503063078574,0.38,0.15000000000000002,,,,
539,case_00539_dfig_like_3ph_scr3.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00539_dfig_like_3ph_scr3.0_n0.010_r5.csv,dfig_like,3ph,3.0,0.01,10000,50.0,5.98,6.04,6.000397177387918,1.0253696769215073,0.45,,,,0.003,0.012,1500.0,0.0040986037220594835,0.38,0.15000000000000002,,,,
540,case_00540_dfig_like_3ph_scr3.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00540_dfig_like_3ph_scr3.0_n0.010_r6.csv,dfig_like,3ph,3.0,0.01,10000,50.0,5.98,6.04,5.999080174859288,1.0635414485189274,0.45,,,,0.003,0.012,1500.0,0.004168409609411024,0.38,0.15000000000000002,,,,
541,case_00541_dfig_like_3ph_scr5.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00541_dfig_like_3ph_scr5.0_n0.002_r1.csv,dfig_like,3ph,5.0,0.002,10000,50.0,5.98,6.04,5.997732178762072,1.0335551367719007,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0037719445781125424,0.324,0.13,,,,
542,case_00542_dfig_like_3ph_scr5.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00542_dfig_like_3ph_scr5.0_n0.002_r2.csv,dfig_like,3ph,5.0,0.002,10000,50.0,5.98,6.04,5.998805559663451,1.0441633623831361,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0035448029694989365,0.324,0.13,,,,
543,case_00543_dfig_like_3ph_scr5.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00543_dfig_like_3ph_scr5.0_n0.002_r3.csv,dfig_like,3ph,5.0,0.002,10000,50.0,5.98,6.04,5.998980582739486,1.0175116086336249,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0033423465005929906,0.324,0.13,,,,
544,case_00544_dfig_like_3ph_scr5.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00544_dfig_like_3ph_scr5.0_n0.002_r4.csv,dfig_like,3ph,5.0,0.002,10000,50.0,5.98,6.04,5.999554943467228,1.0490520730750252,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.003473080197141707,0.324,0.13,,,,
545,case_00545_dfig_like_3ph_scr5.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00545_dfig_like_3ph_scr5.0_n0.002_r5.csv,dfig_like,3ph,5.0,0.002,10000,50.0,5.98,6.04,5.997893794970051,1.0783401024273562,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0032467583709762764,0.324,0.13,,,,
546,case_00546_dfig_like_3ph_scr5.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00546_dfig_like_3ph_scr5.0_n0.002_r6.csv,dfig_like,3ph,5.0,0.002,10000,50.0,5.98,6.04,5.997766224886013,1.0193801934984124,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.00345590608014353,0.324,0.13,,,,
547,case_00547_dfig_like_3ph_scr5.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00547_dfig_like_3ph_scr5.0_n0.005_r1.csv,dfig_like,3ph,5.0,0.005,10000,50.0,5.98,6.04,6.000483960454523,1.0025924157782053,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.003607815813578731,0.324,0.13,,,,
548,case_00548_dfig_like_3ph_scr5.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00548_dfig_like_3ph_scr5.0_n0.005_r2.csv,dfig_like,3ph,5.0,0.005,10000,50.0,5.98,6.04,5.999818838573291,1.0768487743588682,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0036142554028301918,0.324,0.13,,,,
549,case_00549_dfig_like_3ph_scr5.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00549_dfig_like_3ph_scr5.0_n0.005_r3.csv,dfig_like,3ph,5.0,0.005,10000,50.0,5.98,6.04,5.998655534026348,1.04759735083687,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0035367415594075875,0.324,0.13,,,,
550,case_00550_dfig_like_3ph_scr5.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00550_dfig_like_3ph_scr5.0_n0.005_r4.csv,dfig_like,3ph,5.0,0.005,10000,50.0,5.98,6.04,5.99781591695207,1.0290985096866414,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0034772206245770147,0.324,0.13,,,,
551,case_00551_dfig_like_3ph_scr5.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00551_dfig_like_3ph_scr5.0_n0.005_r5.csv,dfig_like,3ph,5.0,0.005,10000,50.0,5.98,6.04,5.999982236299447,1.0550934184039817,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0034047844568908694,0.324,0.13,,,,
552,case_00552_dfig_like_3ph_scr5.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00552_dfig_like_3ph_scr5.0_n0.005_r6.csv,dfig_like,3ph,5.0,0.005,10000,50.0,5.98,6.04,5.999725130795911,1.0060615125348014,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.003631765446472819,0.324,0.13,,,,
553,case_00553_dfig_like_3ph_scr5.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00553_dfig_like_3ph_scr5.0_n0.010_r1.csv,dfig_like,3ph,5.0,0.01,10000,50.0,5.98,6.04,5.998772074417586,1.0192267852922292,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0037051579960219066,0.324,0.13,,,,
554,case_00554_dfig_like_3ph_scr5.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00554_dfig_like_3ph_scr5.0_n0.010_r2.csv,dfig_like,3ph,5.0,0.01,10000,50.0,5.98,6.04,5.997653135629058,1.0528425671224249,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.003790904502342533,0.324,0.13,,,,
555,case_00555_dfig_like_3ph_scr5.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00555_dfig_like_3ph_scr5.0_n0.010_r3.csv,dfig_like,3ph,5.0,0.01,10000,50.0,5.98,6.04,5.998461417186044,1.028775575681918,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0037171358200592153,0.324,0.13,,,,
556,case_00556_dfig_like_3ph_scr5.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00556_dfig_like_3ph_scr5.0_n0.010_r4.csv,dfig_like,3ph,5.0,0.01,10000,50.0,5.98,6.04,5.999826507614799,1.0246639314985968,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0034943862414436493,0.324,0.13,,,,
557,case_00557_dfig_like_3ph_scr5.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00557_dfig_like_3ph_scr5.0_n0.010_r5.csv,dfig_like,3ph,5.0,0.01,10000,50.0,5.98,6.04,5.999949572703634,1.0689670071638464,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.0036229429969847475,0.324,0.13,,,,
558,case_00558_dfig_like_3ph_scr5.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00558_dfig_like_3ph_scr5.0_n0.010_r6.csv,dfig_like,3ph,5.0,0.01,10000,50.0,5.98,6.04,5.999934929925271,1.0088696138762834,0.27,,,,0.0025199999999999997,0.0104,1666.6666666666667,0.003815091094281421,0.324,0.13,,,,
559,case_00559_dfig_like_3ph_scr8.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00559_dfig_like_3ph_scr8.0_n0.002_r1.csv,dfig_like,3ph,8.0,0.002,10000,50.0,5.98,6.04,5.999790843133229,1.0197422493175645,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0033279284329691774,0.2925,0.11875000000000001,,,,
560,case_00560_dfig_like_3ph_scr8.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00560_dfig_like_3ph_scr8.0_n0.002_r2.csv,dfig_like,3ph,8.0,0.002,10000,50.0,5.98,6.04,5.998952536006277,1.0445369424889568,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0034378743180260418,0.2925,0.11875000000000001,,,,
561,case_00561_dfig_like_3ph_scr8.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00561_dfig_like_3ph_scr8.0_n0.002_r3.csv,dfig_like,3ph,8.0,0.002,10000,50.0,5.98,6.04,5.998162233513523,1.03537865260223,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.003139697935112819,0.2925,0.11875000000000001,,,,
562,case_00562_dfig_like_3ph_scr8.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00562_dfig_like_3ph_scr8.0_n0.002_r4.csv,dfig_like,3ph,8.0,0.002,10000,50.0,5.98,6.04,5.9988012840193745,1.0498925076644066,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0033650362388052127,0.2925,0.11875000000000001,,,,
563,case_00563_dfig_like_3ph_scr8.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00563_dfig_like_3ph_scr8.0_n0.002_r5.csv,dfig_like,3ph,8.0,0.002,10000,50.0,5.98,6.04,5.998918289983872,1.046679994569259,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.00342126370747639,0.2925,0.11875000000000001,,,,
564,case_00564_dfig_like_3ph_scr8.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00564_dfig_like_3ph_scr8.0_n0.002_r6.csv,dfig_like,3ph,8.0,0.002,10000,50.0,5.98,6.04,5.998569198602022,1.0370248598872502,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0033616238124658158,0.2925,0.11875000000000001,,,,
565,case_00565_dfig_like_3ph_scr8.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00565_dfig_like_3ph_scr8.0_n0.005_r1.csv,dfig_like,3ph,8.0,0.005,10000,50.0,5.98,6.04,5.998844526740684,1.0188578691663999,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0034338082814670016,0.2925,0.11875000000000001,,,,
566,case_00566_dfig_like_3ph_scr8.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00566_dfig_like_3ph_scr8.0_n0.005_r2.csv,dfig_like,3ph,8.0,0.005,10000,50.0,5.98,6.04,5.999392068585647,1.0271196636578592,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0030058962199008108,0.2925,0.11875000000000001,,,,
567,case_00567_dfig_like_3ph_scr8.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00567_dfig_like_3ph_scr8.0_n0.005_r3.csv,dfig_like,3ph,8.0,0.005,10000,50.0,5.98,6.04,5.999852059507016,1.0746660721516574,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.003297525391313037,0.2925,0.11875000000000001,,,,
568,case_00568_dfig_like_3ph_scr8.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00568_dfig_like_3ph_scr8.0_n0.005_r4.csv,dfig_like,3ph,8.0,0.005,10000,50.0,5.98,6.04,5.999456856286656,1.0548840704083802,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.003121435906836936,0.2925,0.11875000000000001,,,,
569,case_00569_dfig_like_3ph_scr8.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00569_dfig_like_3ph_scr8.0_n0.005_r5.csv,dfig_like,3ph,8.0,0.005,10000,50.0,5.98,6.04,5.999352514777916,1.0303549835162304,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.00301214724041953,0.2925,0.11875000000000001,,,,
570,case_00570_dfig_like_3ph_scr8.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00570_dfig_like_3ph_scr8.0_n0.005_r6.csv,dfig_like,3ph,8.0,0.005,10000,50.0,5.98,6.04,5.99852282129412,1.0109145213962134,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0031987864365358052,0.2925,0.11875000000000001,,,,
571,case_00571_dfig_like_3ph_scr8.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00571_dfig_like_3ph_scr8.0_n0.010_r1.csv,dfig_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.9978575389924265,1.0610442605587342,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0032891147727996217,0.2925,0.11875000000000001,,,,
572,case_00572_dfig_like_3ph_scr8.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00572_dfig_like_3ph_scr8.0_n0.010_r2.csv,dfig_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.999141652847972,1.0098978244617998,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0033662148068474866,0.2925,0.11875000000000001,,,,
573,case_00573_dfig_like_3ph_scr8.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library_v2/waveforms/case_00573_dfig_like_3ph_scr8.0_n0.010_r3.csv,dfig_like,3ph,8.0,0.01,10000,50.0,5.98,6.04,5.998583474489678,1.0341856584478974,0.18000000000000002,,,,0.00225,0.0095,1916.6666666666665,0.0033678314836556745,0.2925,0.11875000000000001,,,,
